name,url
baby skin protectant (petrolatum) 41 % topical ointment,https://www.webmd.com//drugs/2/drug-182408-164/baby-skin-protectant-ointment/details
baby wash cleanser,https://www.webmd.com//drugs/2/drug-151025/baby-wash-cleanser/details
baby's only org lactorelief 2 gram-80 kcal/17 gram oral powder,https://www.webmd.com//drugs/2/drug-153842/babys-only-org-lactorelief-2-gram-80-kcal-17-gram-powder/details
baby's only organic dairy 2 gram-80 kcal/17 gram oral powder,https://www.webmd.com//drugs/2/drug-153841/babys-only-organic-dairy-2-gram-80-kcal-17-gram-powder/details
baby's only organic soy 2 gram-80 kcal/17.5 gram oral powder,https://www.webmd.com//drugs/2/drug-153848/babys-only-organic-soy-2-gram-80-kcal-17-5-gram-powder/details
baciguent 500 unit/gram eye ointment ophthalmic antibacterials,https://www.webmd.com//drugs/2/drug-60465-7088/baciguent-ointment/details
bacillus coagulans 500 million cell-hyperimmune egg mg capsule,https://www.webmd.com//drugs/2/drug-186781/bacillus-coag-hyperimmune-egg-capsule/details
"bacillus coagulans, subtilis 1 billion cell-xos 40 mg chewable tablet antidiarrheal formulations with gut flora microorganisms",https://www.webmd.com//drugs/2/drug-185806/probiotic-prebiotic/details
bacillus coagulans-inulin capsule,https://www.webmd.com//drugs/2/drug-154508-1275/bacillus-coagulans-inulin-capsule/details
bacitracin (bulk) 5 million unit powder,https://www.webmd.com//drugs/2/drug-32611/bacitracin-bulk-5-million-unit-powder/details
bacitracin 500 unit/gram eye ointment,https://www.webmd.com//drugs/2/drug-14667-7088/bacitracin-ointment/details
bacitracin ointment,https://www.webmd.com//drugs/2/drug-14270-9125/bacitracin-ointment/details
bacitracin vial,https://www.webmd.com//drugs/2/drug-11324/bacitracin-vial/details
"bacitracin zinc 500 unit-polymyxin b 10,000 unit/gram topical ointment antibiotics",https://www.webmd.com//drugs/2/drug-78579-7125/bacitracin-zinc-polymyxin-b-ointment/details
bacitracin zinc micronized (bulk) 40 unit/mg powder,https://www.webmd.com//drugs/2/drug-94928/bacitracin-zinc-micronized-bulk-40-unit-mg-powder/details
bacitracin zinc ointment,https://www.webmd.com//drugs/2/drug-966-9125/bacitracin-zinc-ointment/details
"bacitracin, micronized (bulk) 75.7 unit/mg powder",https://www.webmd.com//drugs/2/drug-78651/bacitracin-micronized-bulk-75-7-unit-mg-powder/details
"bacitracin-dimethicone-zinc spray, non-aerosol",https://www.webmd.com//drugs/2/drug-153834-9125/bacitracin-dimethicone-zinc-spray-non-aerosol/details
bacitracin-pramoxine-aloe vera ointment,https://www.webmd.com//drugs/2/drug-152208/bacitracin-pramoxine-aloe-vera-ointment/details
bacitraycin plus ointment topical antibiotics,https://www.webmd.com//drugs/2/drug-152175-9125/bacitraycin-plus-ointment-antibiotics/details
back & body pain reliever,https://www.webmd.com//drugs/2/drug-157987-1718/back-body-pain-reliever/details
baclofen,https://www.webmd.com//drugs/2/drug-8615-7087/baclofen/details
baclofen 5 % cream in metered-dose applicator,https://www.webmd.com//drugs/2/drug-186658/baclofen-cream-in-metered-dose-pump/details
bacmin,https://www.webmd.com//drugs/2/drug-13759-9038/bacmin/details
bacteriostatic water for trazimera injection solution,https://www.webmd.com//drugs/2/drug-183400/bacteriostatic-water-trazimera-vial/details
"bactine aerosol, spray with pump",https://www.webmd.com//drugs/2/drug-5446-9170/bactine-aerosol-spray-with-pump/details
bactine max 0.13 % topical solution,https://www.webmd.com//drugs/2/drug-146227/bactine-max-solution-non/details
"bactine spray, non-aerosol",https://www.webmd.com//drugs/2/drug-149026/bactine-spray-non-aerosol/details
bactoshield chg 4 % topical liquid,https://www.webmd.com//drugs/2/drug-104006/bactoshield-chg-liquid/details
bactrim,https://www.webmd.com//drugs/2/drug-5213-9071/bactrim/details
bactrim ds,https://www.webmd.com//drugs/2/drug-5530-9071/bactrim-ds/details
bal in oil ampul,https://www.webmd.com//drugs/2/drug-14783/bal-in-oil-ampul/details
bal-care dha,https://www.webmd.com//drugs/2/drug-155862-7126/bal-care-dha/details
balanced salt irrig soln comb1 solution,https://www.webmd.com//drugs/2/drug-77956/balanced-salt-irrig-soln-comb1-solution/details
balanced salt irrig soln comb2 solution,https://www.webmd.com//drugs/2/drug-89152/balanced-salt-irrig-soln-comb2-solution/details
balanced salt soln non-surg #3 solution,https://www.webmd.com//drugs/2/drug-89287/balanced-salt-soln-non-surg-3-solution/details
"balanced salt solution, irrigation",https://www.webmd.com//drugs/2/drug-89169/balanced-salt-solution-irrigation/details
balneol topical lotion in packet,https://www.webmd.com//drugs/2/drug-154143/balneol-lotion/details
balsam canada (bulk) liquid,https://www.webmd.com//drugs/2/drug-167850/balsam-canada-bulk-liquid/details
balsam peru-castor oil ointment,https://www.webmd.com//drugs/2/drug-153356/balsam-peru-castor-oil-ointment/details
balziva,https://www.webmd.com//drugs/2/drug-145576-115/balziva/details
banana creme liquid,https://www.webmd.com//drugs/2/drug-160985/banana-creme-liquid/details
banana flakes-gos-fiber 5 gram-45 kcal/60 ml tube feed liquid packet,https://www.webmd.com//drugs/2/drug-183580/banana-flakes-gos-fiber-liquid-in-packet/details
banana flakes-transgalactooligosacchar. oral powder packet,https://www.webmd.com//drugs/2/drug-78563/banana-flakes-transgalactooligosacchar-powder-packet/details
banatrol plus oral powder packet,https://www.webmd.com//drugs/2/drug-78594/banatrol-plus-powder-packet/details
banatrol tf 5 gram-45 kcal/60 ml tube feed liquid in packet bulk laxatives,https://www.webmd.com//drugs/2/drug-183600/banatrol-tf/details
banophen anti-itch cream,https://www.webmd.com//drugs/2/drug-18852-885/banophen-anti-itch-cream/details
banzel,https://www.webmd.com//drugs/2/drug-151652-1160/banzel/details
baraclude,https://www.webmd.com//drugs/2/drug-92909-504/baraclude/details
base gelatin gummy troche gel,https://www.webmd.com//drugs/2/drug-155950/base-gelatin-gummy-troche-gel/details
base hormone cream,https://www.webmd.com//drugs/2/drug-155990/base-hormone-cream/details
"base, pcca bitter drug powder",https://www.webmd.com//drugs/2/drug-153408/base-pcca-bitter-drug-powder/details
"base, pcca cobase #1 wax",https://www.webmd.com//drugs/2/drug-158080/base-pcca-cobase-1-wax/details
"base, pcca dmae complex liquid",https://www.webmd.com//drugs/2/drug-155481/base-pcca-dmae-complex-liquid/details
"base, pcca emulsifix-205 emulsion",https://www.webmd.com//drugs/2/drug-155977/base-pcca-emulsifix-205-emulsion/details
"base, pcca mucolox liquid",https://www.webmd.com//drugs/2/drug-167139/base-pcca-mucolox-liquid/details
"base, pcca plasticized gel",https://www.webmd.com//drugs/2/drug-155450/base-pcca-plasticized-gel/details
"base, pcca poloxamer 407 gel",https://www.webmd.com//drugs/2/drug-158470/base-pcca-poloxamer-407-gel/details
"base, pcca rapid dissolve powder",https://www.webmd.com//drugs/2/drug-159406/base-pcca-rapid-dissolve-powder/details
"base, pcca spira-wash gel",https://www.webmd.com//drugs/2/drug-161253/base-pcca-spira-wash-gel/details
"base, pcca syrup vehicle",https://www.webmd.com//drugs/2/drug-153409/base-pcca-syrup-vehicle/details
"base, pcca vanishing crm-lot cream",https://www.webmd.com//drugs/2/drug-159761/base-pcca-vanishing-crm-lot-cream/details
"base, pcca vanpen cream",https://www.webmd.com//drugs/2/drug-155712/base-pcca-vanpen-cream/details
base-i sorbitan monopalmitate cream,https://www.webmd.com//drugs/2/drug-166160/base-i-sorbitan-monopalmitate-cream/details
"basiliximab solution, reconstituted (recon soln)",https://www.webmd.com//drugs/2/drug-7978-8301/basiliximab-solution-reconstituted-recon-soln/details
bavencio vial,https://www.webmd.com//drugs/2/drug-173446-1818/bavencio-vial/details
bay oil-ethyl alcohol lotion,https://www.webmd.com//drugs/2/drug-77802/bay-oil-ethyl-alcohol-lotion/details
bay rum lotion,https://www.webmd.com//drugs/2/drug-75421/bay-rum-lotion/details
bayer advanced,https://www.webmd.com//drugs/2/drug-158412-3/bayer-advanced/details
bayer aspirin (with caffeine) 850 mg-65 mg oral powder packet,https://www.webmd.com//drugs/2/drug-153569-1718/bayer-aspirin-with-caffeine-850-mg-65-mg-powder-packet/details
bayer aspirin 325 mg tablet,https://www.webmd.com//drugs/2/drug-11646-3/aspirin/details
bayer back & body,https://www.webmd.com//drugs/2/drug-158386-1718/bayer-back-body/details
bayer plus,https://www.webmd.com//drugs/2/drug-14355-1140/bayer-plus/details
bayer pm,https://www.webmd.com//drugs/2/drug-155870/bayer-pm/details
baza clear ointment,https://www.webmd.com//drugs/2/drug-94497/baza-clear-ointment/details
baza cream hospital care pack combination package,https://www.webmd.com//drugs/2/drug-90438/baza-cream-hospital-care-pack-combination-package/details
baza protect (zinc oxide) 12 % topical cream,https://www.webmd.com//drugs/2/drug-182495-8164/baza-protect-cream/details
c 250 mg-e 137.5 mg-zinc 12.5 mg-copper-selen-lutein-zeax-glut capsule,https://www.webmd.com//drugs/2/drug-181958/c-e-zinc-cop-sel-lut-zeax-glut-capsule/details
c complex,https://www.webmd.com//drugs/2/drug-11157-106/c-complex/details
c-500 500 mg chewable tablet,https://www.webmd.com//drugs/2/drug-9038-106/vitamin-c/details
ca carb-d3-argnin-inos-silicon tablet,https://www.webmd.com//drugs/2/drug-152402/ca-carb-d3-argnin-inos-silicon-tablet/details
cabergoline,https://www.webmd.com//drugs/2/drug-14606-4007/cabergoline/details
"cabotegravir er 400 mg/2 ml (200 mg/ml) im suspension,extended release antiviral-hiv-1 integrase strand transfer inhibitors",https://www.webmd.com//drugs/2/drug-183216-2343/cabotegravir-er-suspension-vial-antiviral-hiv-1-integrase-strand-transfer-inhibitors/details
"cabotegravir er 600 mg/3 ml (200 mg/ml) im suspension,extended release antiviral-hiv-1 integrase strand transfer inhibitors",https://www.webmd.com//drugs/2/drug-183216-2386/cabotegravir-er-suspension-vial-antiviral-hiv-1-integrase-strand-transfer-inhibitors/details
cadexomer iodine gel,https://www.webmd.com//drugs/2/drug-5066/cadexomer-iodine-gel/details
cafergot,https://www.webmd.com//drugs/2/drug-6706-9026/cafergot/details
caffeine,https://www.webmd.com//drugs/2/drug-408-257/caffeine/details
caffeine citrate,https://www.webmd.com//drugs/2/drug-19754-8257/caffeine-citrate/details
caffeine citrate (bulk) powder,https://www.webmd.com//drugs/2/drug-8911/caffeine-citrate-bulk-powder/details
cal-citrate,https://www.webmd.com//drugs/2/drug-12101-9139/cal-citrate/details
cal-gest,https://www.webmd.com//drugs/2/drug-9044-2123/cal-gest/details
caladryl clear 1 %-0.1 % lotion topical local anesthetics,https://www.webmd.com//drugs/2/drug-15296/caladryl-clear-lotion/details
calagesic lotion,https://www.webmd.com//drugs/2/drug-22265-886/calagesic-lotion/details
calahist 1 %-0.1 % lotion topical local anesthetics,https://www.webmd.com//drugs/2/drug-18907/calahist-clear-lotion/details
calahist clear lotion,https://www.webmd.com//drugs/2/drug-998/calahist-clear-lotion/details
calahist with pramoxine 1 %-8 % lotion,https://www.webmd.com//drugs/2/drug-18936-886/calahist-lotion/details
calamine lotion,https://www.webmd.com//drugs/2/drug-18702-5252/calamine-lotion/details
calan sr,https://www.webmd.com//drugs/2/drug-518-7010/calan-sr/details
calci-mix,https://www.webmd.com//drugs/2/drug-9047-139/calci-mix/details
"calcifediol capsule, extended release 24 hr (capsule, er hr)",https://www.webmd.com//drugs/2/drug-8743-1800/calcifediol-capsule-24-hr-capsule-er-hr/details
calcipotriene 0.005 %-niacinamide 4 % topical cream,https://www.webmd.com//drugs/2/drug-185499/calcipotriene-niacinamide-cream/details
calcipotriene 0.005% cream-transparent dressing topical kit,https://www.webmd.com//drugs/2/drug-186176-230/calcipotriene-dressing-kit/details
calcitonin (salmon) 200 unit/ml injection solution hypercalcemia agents,https://www.webmd.com//drugs/2/drug-11930-9174/calcitonin-salmon-solution/details
"calcitonin-salmon aerosol, spray with pump",https://www.webmd.com//drugs/2/drug-14127-4174/calcitonin-salmon-aerosol-spray-with-pump/details
calcitrate,https://www.webmd.com//drugs/2/drug-22129-139/calcitrate/details
calcitriol,https://www.webmd.com//drugs/2/drug-7448-7038/calcitriol/details
calcium + d3,https://www.webmd.com//drugs/2/drug-157839-9139/calcium-d3/details
calcium 166.6 mg-vit d2 4.15 mcg-magnesium 83.3 c-k2-min tablet,https://www.webmd.com//drugs/2/drug-185807/calcium-d2-magnesium-c-k2-min-tablet/details
calcium 275 mg-d3  12.5 mcg-k2 22.5 mcg and choline-silicon capsules,https://www.webmd.com//drugs/2/drug-185909/calcium-d3-k2-choline-silicon-capsule/details
calcium 275 mg-d3 25 mcg and choline 60 mg-silicon 3 mg capsules,https://www.webmd.com//drugs/2/drug-186268/calcium-d3-choline-silicon-capsule/details
calcium 333.33 mg-vit d3  6.67 mcg-magnes 32 k2-min-herb tablet,https://www.webmd.com//drugs/2/drug-182142/cal-vit-d3-mag-k2-min-herb-326-tablet/details
calcium 400 mg-vit d3 83.3 mcg-magnesium 166.7 mg-zinc 16.7 mg capsule,https://www.webmd.com//drugs/2/drug-182133/calcium-vit-d3-mag-gly-zinc-capsule/details
calcium 500 mg-d3 12.5 mcg-mag 20 mg-boron 125 mcg/15 ml oral liquid,https://www.webmd.com//drugs/2/drug-186420/calcium-vitamin-d3-mag-boron/details
calcium 600+d plus minerals,https://www.webmd.com//drugs/2/drug-22211-9139/calcium-600d-plus-minerals/details
calcium 600-vit d3,https://www.webmd.com//drugs/2/drug-18856-9139/calcium-600-vit-d3/details
calcium acetate,https://www.webmd.com//drugs/2/drug-10696-8139/calcium-acetate/details
calcium antacid 300 mg (750 mg) chewable tablet,https://www.webmd.com//drugs/2/drug-184-2123/calcium-antacid/details
calcium ascorbate,https://www.webmd.com//drugs/2/drug-10417-5288/calcium-ascorbate/details
"calcium carb,cit-mag cit,glycn tablet",https://www.webmd.com//drugs/2/drug-158428/calcium-carb-cit-mag-cit-glycn-tablet/details
"calcium carbonate 500 mg (1,250 mg) tablet",https://www.webmd.com//drugs/2/drug-579-139/calcium-carbonate-500-mg-1-250-mg-tablet/details
calcium carbonate tablet,https://www.webmd.com//drugs/2/drug-579-2123/calcium-carbonate-tablet/details
"calcium carbonate-simethicone tablet, chewable",https://www.webmd.com//drugs/2/drug-10421-929/calcium-carbonate-simethicone-tablet-chewable/details
calcium chloride syringe,https://www.webmd.com//drugs/2/drug-11269/calcium-chloride-syringe/details
calcium citrate (bulk) 100 % powder,https://www.webmd.com//drugs/2/drug-89197/calcium-citrate-bulk-100-powder/details
calcium citrate 200 mg (950 mg) tablet,https://www.webmd.com//drugs/2/drug-8624-139/calcium-citrate/details
calcium disodium versenate ampul,https://www.webmd.com//drugs/2/drug-9053/calcium-disodium-versenate-ampul/details
calcium gluconate,https://www.webmd.com//drugs/2/drug-8322-139/calcium-gluconate/details
calcium gluconate vial,https://www.webmd.com//drugs/2/drug-11360/calcium-gluconate-vial/details
calcium levulinate dihydrate (bulk) 100 % powder,https://www.webmd.com//drugs/2/drug-157265/calcium-levulinate-dihydrate-bulk-100-powder/details
"calcium mal 600 mg-magnesium mal,aa chelate 300 mg/scoop oral powder",https://www.webmd.com//drugs/2/drug-186314/calcium-mal-600-mg-magnesium-mal-aa-chelate-powder/details
calcium phos 100 mg-d3  25 mcg-mag cit 17 mg-zinc 1.67 mg chew tablet,https://www.webmd.com//drugs/2/drug-186456/calcium-mag-zinc-vitamin-d3/details
"calcium phosphate, tribasic (bulk) 100 % powder",https://www.webmd.com//drugs/2/drug-158237/calcium-phosphate-tribasic-bulk-100-powder/details
calcium polycarbophil,https://www.webmd.com//drugs/2/drug-6278-202/calcium-polycarbophil/details
calcium thioglycolate trihydrate (bulk) 100 % powder,https://www.webmd.com//drugs/2/drug-157463/calcium-thioglycolate-trihydrate-bulk-100-powder/details
calcium with boron,https://www.webmd.com//drugs/2/drug-86720/calcium-with-boron/details
calcium-mag oxide-vitamin d3 capsule,https://www.webmd.com//drugs/2/drug-64782/calcium-mag-oxide-vitamin-d3-capsule/details
calcium-magnesium-zinc-vit d,https://www.webmd.com//drugs/2/drug-147343/calcium-magnesium-zinc-vit-d/details
caldesene 15 %-81 % topical powder,https://www.webmd.com//drugs/2/drug-19581-8164/caldesene-15-81-powder/details
calicylic cream,https://www.webmd.com//drugs/2/drug-12234-866/calicylic-cream/details
calmme,https://www.webmd.com//drugs/2/drug-86726/calmme/details
"calmol 4 suppository, rectal",https://www.webmd.com//drugs/2/drug-18817-259/calmol-4-suppository/details
calphron,https://www.webmd.com//drugs/2/drug-13768-8139/calphron/details
calprotect 0.44 %-20.6 % topical ointment,https://www.webmd.com//drugs/2/drug-183518-2117/calprotect-ointment/details
cam lotion,https://www.webmd.com//drugs/2/drug-22165/cam-lotion/details
camila,https://www.webmd.com//drugs/2/drug-64301-8115/camila/details
camph-eucalypt-men-turp-pet ointment,https://www.webmd.com//drugs/2/drug-18577/camph-eucalypt-men-turp-pet-ointment/details
camphor gum blocks,https://www.webmd.com//drugs/2/drug-8887/camphor-gum-blocks/details
camphor-eucalyptus-menthol liquid,https://www.webmd.com//drugs/2/drug-75974/camphor-eucalyptus-menthol-liquid/details
camphotrol 4 %-10 % topical gel,https://www.webmd.com//drugs/2/drug-183416/camphotrol-gel-with-applicator/details
camrese lo,https://www.webmd.com//drugs/2/drug-158770-727/camrese-lo/details
candesartan cilexetil,https://www.webmd.com//drugs/2/drug-8183-372/candesartan-cilexetil/details
candicidal 100 mg-150 mg-50 mg capsule not applicable,https://www.webmd.com//drugs/2/drug-181440/candicidal/details
candin allergen,https://www.webmd.com//drugs/2/drug-13822/candin-allergen/details
capastat sulfate vial,https://www.webmd.com//drugs/2/drug-1051-6065/capastat-sulfate-vial/details
capecitabine,https://www.webmd.com//drugs/2/drug-7777-9272/capecitabine/details
caprylic acid liquid,https://www.webmd.com//drugs/2/drug-158897/caprylic-acid-liquid/details
caprylic-capric triglyceride liquid,https://www.webmd.com//drugs/2/drug-157330/caprylic-capric-triglyceride-liquid/details
capsaicin 0.0225 %-menthol 4.5 % topical patch dermatological irritants-counter-irritant formulations,https://www.webmd.com//drugs/2/drug-18542-1720/capsaicin-menthol-adhesive-patch-medicated/details
capsoral powder,https://www.webmd.com//drugs/2/drug-181633/caps-powder/details
capsule #13,https://www.webmd.com//drugs/2/drug-86734/capsule-13/details
capsule #4,https://www.webmd.com//drugs/2/drug-86736/capsule-4/details
capsule #7,https://www.webmd.com//drugs/2/drug-86737/capsule-7/details
capsule compounding base no.250 (bulk) powder,https://www.webmd.com//drugs/2/drug-181567/capsule-compounding-base-no-250-bulk-powder/details
capsule coni-snap #000 (gelatin),https://www.webmd.com//drugs/2/drug-157286/capsule-coni-snap/details
capsule coni-snap #1 (hypromellose),https://www.webmd.com//drugs/2/drug-157292/capsule-coni-snap/details
capsule coni-snap #2 (gelatin),https://www.webmd.com//drugs/2/drug-157289/capsule-coni-snap/details
capsule coni-snap #3 (gelatin),https://www.webmd.com//drugs/2/drug-157290/capsule-coni-snap/details
capsule coni-snap #4 (gelatin),https://www.webmd.com//drugs/2/drug-157291/capsule-coni-snap/details
captopril,https://www.webmd.com//drugs/2/drug-964-7075/captopril/details
captopril-hydrochlorothiazide,https://www.webmd.com//drugs/2/drug-5293-6075/captopril-hydrochlorothiazide/details
carafate,https://www.webmd.com//drugs/2/drug-14156-68/carafate/details
"carafate suspension, (final dose form)",https://www.webmd.com//drugs/2/drug-14156-535/carafate-suspension-final-dose-form/details
caraway oil 25 mg-levomenthol 20.75 mg capsule,https://www.webmd.com//drugs/2/drug-182592/caraway-oil-levomenthol-capsule/details
"caraway seed extract 100 mg-levomenthol 21.5 mg capsule,delay release",https://www.webmd.com//drugs/2/drug-186504/caraway-seed-ext-levomenthol-capsule-delayed-release-enteric-coated-capsule-delayed-e-c/details
carbamide peroxide solution,https://www.webmd.com//drugs/2/drug-6707/carbamide-peroxide-solution/details
carbamide peroxide-sea water combination package,https://www.webmd.com//drugs/2/drug-152525/carbamide-peroxide-sea-water-combination-package/details
carbinoxamine maleate,https://www.webmd.com//drugs/2/drug-5317-663/carbinoxamine-maleate/details
carbohol gel,https://www.webmd.com//drugs/2/drug-64664/carbohol-gel/details
carbomer gel-hydroalcoholic gel,https://www.webmd.com//drugs/2/drug-158423/carbomer-gel-hydroalcoholic-gel/details
carboprost tromethamine 250 mcg/ml intramuscular solution abortifacients,https://www.webmd.com//drugs/2/drug-5303/carboprost-tromethamine-solution/details
"carboxymethylcell-hypromellose drops, liquid gel",https://www.webmd.com//drugs/2/drug-144839-9213/carboxymethylcell-hypromellose-drops-liquid-gel/details
carboxymethylcellulose granules,https://www.webmd.com//drugs/2/drug-76276/carboxymethylcellulose-granules/details
carboxymethylcellulose-citric acid 0.75 gram capsule,https://www.webmd.com//drugs/2/drug-182050/carboxymethylcellulose-citric-capsule/details
cardio omega benefits,https://www.webmd.com//drugs/2/drug-158465/cardio-omega-benefits/details
cardizem,https://www.webmd.com//drugs/2/drug-6709-276/cardizem/details
cardizem la,https://www.webmd.com//drugs/2/drug-74894-6276/cardizem-la/details
caretouch alcohol sanitizing 70 % towelette,https://www.webmd.com//drugs/2/drug-182449/caretouch-alcohol-sanitizing-towelette/details
caretouch sanitizing 0.13 % towelette,https://www.webmd.com//drugs/2/drug-182709/caretouch-sanitizing-towelette/details
carisoprodol,https://www.webmd.com//drugs/2/drug-8625-4087/carisoprodol/details
carnauba wax flakes,https://www.webmd.com//drugs/2/drug-76277/carnauba-wax-flakes/details
carotenall 600 mcg-500 mcg-10 mg-10 mg capsule vitamin a,https://www.webmd.com//drugs/2/drug-185331/carotenall/details
carrington moist barrier-zinc 10 %-78 % topical cream,https://www.webmd.com//drugs/2/drug-78628-8164/carrington-moisture-barrier-cream/details
"carvedilol phosphate capsule, extended release multiphase 24 hr (capsule, er hr)",https://www.webmd.com//drugs/2/drug-146213-863/carvedilol-phosphate-capsule-multiphase-24-hr-capsule-er-hr/details
cassia oil,https://www.webmd.com//drugs/2/drug-6196/cassia-oil/details
castellani paint liquid,https://www.webmd.com//drugs/2/drug-12052/castellani-paint-liquid/details
castor oil,https://www.webmd.com//drugs/2/drug-278-1306/castor-oil/details
cataflam 50 mg tablet non-steroidal anti-inflammatory (nsaid) and salicylates,https://www.webmd.com//drugs/2/drug-9836-6186/cataflam/details
catapres,https://www.webmd.com//drugs/2/drug-6714-24/catapres/details
"catapres-tts 1 patch, transdermal weekly",https://www.webmd.com//drugs/2/drug-7456-9024/catapres-tts-1-patch-weekly/details
